Feature,Transgenic_tdTOM_598_01,Transgenic_tdTOM_601_03,Transgenic_tdTOM_599_02,Transgenic_BioID2P2AtdTOM_552_01,Transgenic_tdTOM_580_04,Transgenic_BioID2P2AtdTOM_507_02,Transgenic_BioID2P2AtdTOM_584_05,Transgenic_BioID2P2AtdTOM_551_04,WT_tdTOM_607_02,WT_tdTOM_606_01,WT_tdTOM_525_04,WT_tdTOM_495_03,WT_BioID2P2AtdTOM_589_02,WT_BioID2P2AtdTOM_494_01,WT_BioID2P2AtdTOM_605_03
TPC10_MOUSE|Q3TLI0,11.9786,11.9543,11.728,13.0569,11.9903,12.9651,13.1449,12.8398,12.1683,11.9751,11.8241,11.908,12.9175,12.9461,12.8457
TPC11_MOUSE|B2RXC1,13.2765,13.3142,13.0615,14.1173,13.1542,14.2902,14.5511,14.1622,13.783,13.1512,12.9259,13.028,14.1943,14.1405,14.3345
TPC12_MOUSE|Q8K2L8,11.4031,11.4412,11.4726,13.7523,11.5584,13.7973,13.7715,13.9761,11.7444,11.7118,11.124,11.2121,13.759,13.8068,13.7381
TPC2L_MOUSE|Q9JME7,12.4396,12.6935,12.5608,12.7562,12.3915,12.6119,13.0803,12.6789,12.5163,12.0963,11.8467,11.7409,12.4758,12.5724,12.8932
TPD52_MOUSE|Q62393,12.7885,12.0358,13.3945,15.8824,12.9344,15.8622,15.4096,16.1353,13.3911,12.4197,12.974,12.7552,15.7851,15.9966,15.6295
TPD54_MOUSE|Q9CYZ2,12.6253,12.6376,12.508,14.578,12.6619,14.6687,14.3309,15.1426,12.7087,12.4799,12.7904,12.8508,14.7719,14.9278,14.8185
TPIS_MOUSE|P17751,16.0759,15.9343,15.8866,15.9836,15.8297,15.7661,16.4406,15.7444,16.0577,16.2743,16.1863,15.7725,16.6173,16.3028,16.2349
TPM1_MOUSE|P58771,14.8352,14.471,14.7069,14.9797,14.6242,14.9983,15.1291,15.2623,14.8485,14.8519,15.1358,15.1149,15.1287,15.2059,15.2531
TPM2_MOUSE|P58774,16.4436,16.3884,16.3749,16.3643,16.4022,16.3488,16.4068,16.4301,16.4101,16.3371,16.4058,16.4459,16.308,16.4145,16.4162
TPM3_MOUSE|P21107,14.9776,14.8242,14.861,15.1807,14.964,15.3011,15.1631,15.4126,14.9561,15.0262,15.3036,14.9614,15.2877,15.2147,15.3034
TPM3_MOUSE|P21107-2,14.8625,14.8709,14.8579,15.0577,14.873,15.1039,15.084,15.3332,14.9277,14.9053,15.1742,14.9549,15.1522,15.1578,15.0948
TPM4_MOUSE|Q6IRU2,15.0862,15.0716,15.0532,15.0749,15.2043,15.0863,15.1386,15.2831,15.0596,15.1991,15.367,15.0734,15.1672,15.2222,15.1954
TPP2_MOUSE|Q64514,14.5998,14.6612,14.4977,15.3918,14.4664,15.3843,15.8958,15.2407,14.9121,14.6904,14.4052,14.3535,15.558,15.3059,15.6107
TPPC5_MOUSE|Q9CQA1,12.7819,12.9092,12.7306,14.285,12.478,14.168,14.0546,14.4658,13.1067,12.5718,12.1462,11.9935,14.4093,14.4322,14.4868
TPPC9_MOUSE|Q3U0M1,12.9742,13.0352,12.8996,14.2908,12.736,14.4272,14.1548,14.5775,13.1443,12.7002,12.6921,12.585,14.488,14.5616,14.2248
TPPP_MOUSE|Q7TQD2,14.5305,14.3874,14.6711,18.2419,14.9054,18.0011,17.573,18.4059,15.4414,14.9238,15.167,14.6044,18.0711,18.2021,17.9261
TPPP3_MOUSE|Q9CRB6,12.1324,12.0473,12.3466,15.517,12.3818,16.1141,15.1238,16.2271,13.3219,12.082,12.4467,11.4956,16.0973,16.3535,16.3031
TPR_MOUSE|F6ZDS4,11.7286,11.5697,11.4786,14.4306,11.9481,14.4239,13.8572,14.6409,11.7118,11.5147,12.0947,11.9152,14.6634,14.8829,14.3296
TPRGL_MOUSE|Q9DBS2,13.2903,13.5573,13.5713,14.3423,13.2409,14.2792,15.0804,13.8533,13.9101,14.3311,13.1381,12.9896,14.2094,14.0661,14.6395
TR112_MOUSE|Q9DCG9,11.2732,11.3364,11.0262,11.3759,11.6148,10.3251,11.3444,11.0751,10.8391,11.6564,11.5939,11.5139,11.8397,11.6711,10.8436
TR150_MOUSE|Q569Z6,11.5091,11.4694,11.4979,15.893,11.641,16.0077,15.4962,16.2624,11.788,11.8745,11.7856,11.4874,16.0243,16.2457,15.7533
TRA2B_MOUSE|P62996,14.6794,14.7836,14.4983,14.6472,14.5304,14.6576,14.7687,14.6969,14.5757,14.5583,14.4557,14.4903,14.7175,14.6067,14.8021
TRAF3_MOUSE|Q60803,13.7623,13.7568,13.7746,14.8663,13.6555,15.0093,15.2308,14.887,14.0553,14.3557,13.5822,13.5566,15.1793,15.062,15.451
TRAK1_MOUSE|Q6PD31,12.4492,12.2514,12.3164,16.2984,12.86,16.562,15.948,16.6707,12.158,12.9808,12.5898,12.1547,16.2633,16.3426,15.8295
TRAP1_MOUSE|Q9CQN1,14.2252,14.225,14.1614,14.5863,14.0462,14.8252,15.4361,14.3212,14.5947,14.3266,14.2363,13.8503,14.8245,14.8135,15.3375
TREF1_MOUSE|Q8BXJ2,9.88325,9.80203,10.0869,12.3478,10.1075,12.2249,11.9008,12.1391,10.4029,10.6021,10.5467,9.23266,12.3843,12.5879,11.638
TRFE_MOUSE|Q921I1,13.6653,13.802,13.9133,14.1856,13.5712,14.2898,14.6283,14.548,13.9845,13.7447,13.2424,13.0682,14.0308,13.7233,14.0727
TRI32_MOUSE|Q8CH72,14.1516,14.3832,14.3814,15.1476,14.2752,15.3577,15.7153,15.2435,14.6194,14.6877,14.024,14.0196,15.2295,15.0972,15.4039
TRI33_MOUSE|Q99PP7,13.1181,13.2156,13.2251,14.8069,13.4926,15.0154,14.9582,14.9315,13.5333,14.0842,13.483,13.4036,15.0246,15.0139,14.6704
TRI46_MOUSE|Q7TNM2,12.399,12.5115,12.5765,13.6187,12.6919,13.65,13.9279,13.6053,12.7719,12.8398,12.4739,12.7701,13.5403,13.6398,13.7769
TRIM2_MOUSE|Q9ESN6,14.2376,14.1536,14.2848,15.2019,14.0994,15.2992,15.6325,15.2886,14.7316,14.6538,14.0597,14.0481,15.3214,15.1374,15.5827
TRIM3_MOUSE|Q9R1R2,13.6046,13.5948,13.7767,14.5614,13.548,14.7385,15.1088,14.743,14.1688,14.2638,13.5655,13.4877,14.8136,14.5968,15.0525
TRIM9_MOUSE|Q8C7M3,11.4728,11.6762,11.793,14.3599,11.6969,14.4186,14.324,14.7477,12.2612,12.2174,11.7781,11.4939,14.4083,14.4692,14.1699
TRIO_MOUSE|Q0KL02,12.9151,12.9746,12.8264,14.8547,12.8583,14.7962,14.6442,15.0379,13.1268,13.0213,12.8544,12.8135,14.9801,15.013,14.7088
TRIP4_MOUSE|Q9QXN3,10.7161,11.22,11.1483,14.3437,11.591,14.6365,13.8215,14.8309,11.1053,10.7589,11.1576,11.4048,14.4305,14.5811,13.9839
TRIPC_MOUSE|G5E870,12.3032,12.4447,12.0675,13.6567,12.5116,13.509,13.9913,13.5006,12.4928,13.186,12.3066,12.635,13.6974,13.6711,13.117
TRM6_MOUSE|Q8CE96,12.6258,12.4762,12.6145,13.0694,12.6894,13.3988,13.3696,13.2337,12.6103,12.6209,12.2985,12.3506,13.147,13.0941,13.4295
TRNT1_MOUSE|Q8K1J6,13.9594,13.7096,13.9487,14.6378,13.7927,14.9141,15.5478,14.5307,14.4601,14.4801,13.7497,13.4127,14.6663,14.3915,15.0655
TRPV2_MOUSE|Q9WTR1,13.2882,13.3409,13.1771,14.8095,13.5532,14.8374,14.9415,14.8166,13.4152,13.6486,13.0298,13.2342,14.8132,14.736,14.8312
TRXR1_MOUSE|Q9JMH6,14.329,14.1739,14.3806,14.6559,14.0705,14.4944,14.898,15.0293,14.3235,14.4161,13.9199,14.1163,14.9163,14.2932,14.6433
TS101_MOUSE|Q61187,12.8245,13.1306,13.0457,14.4083,13.0746,14.4553,14.6939,14.4184,13.5391,13.332,12.9228,13.0758,14.3121,14.4397,14.5458
TSC1_MOUSE|Q9EP53,11.6374,11.5527,11.576,14.7217,11.7278,14.9021,14.3352,15.2469,11.7217,11.3179,11.5831,11.5843,14.8789,15.0867,14.7339
TSC2_MOUSE|Q61037,12.1191,12.196,12.0807,13.5715,12.0345,13.5694,13.6997,13.6464,12.4319,12.6323,11.9281,12.1351,13.6976,13.6492,13.5227
TSC2_MOUSE|Q61037-6,13.0372,13.2973,12.91,14.4797,13.084,14.4706,14.7648,14.418,13.2504,13.5242,12.9079,13.0238,14.6115,14.5179,14.584
TSN_MOUSE|Q62348,13.0595,13.1214,12.9581,13.6864,13.1236,13.786,13.8813,13.4698,13.4033,13.1097,12.2566,12.4837,13.4835,13.1827,13.5733
TSN15_MOUSE|F7BWT7,13.1291,13.3617,13.1866,13.3157,12.4921,13.3874,14.3382,13.7702,13.6924,13.5002,11.973,12.1784,13.5746,12.6525,13.5101
TSN2_MOUSE|Q922J6,13.0568,13.028,12.7355,13.6541,12.4656,13.4662,14.5807,13.0995,14.0031,13.7643,11.0819,11.5196,13.4628,12.442,13.6909
TSN7_MOUSE|Q62283,13.2593,13.5195,12.9516,13.5457,12.7412,13.2078,14.3351,13.5576,13.709,14.0489,11.6813,12.0841,13.6507,12.3022,13.5343
TSNAX_MOUSE|Q9QZE7,12.4909,12.4604,12.5219,13.245,12.6264,13.58,13.3194,13.501,12.9299,12.2114,12.2945,12.3683,13.5376,13.6987,13.7256
TSP1_MOUSE|P35441,14.2229,14.287,14.3877,14.3081,14.3585,14.2901,13.9865,14.2689,14.217,14.1331,14.1536,14.111,14.2989,14.0769,14.0459
TSP4_MOUSE|Q9Z1T2,11.701,11.6967,11.6868,12.381,12.0861,12.0288,12.4052,12.1493,11.7163,12.2713,11.5478,11.7148,11.9519,11.548,11.5771
TSSC1_MOUSE|Q8K0G5,13.7091,13.7397,13.5534,14.468,13.6628,14.6663,14.9288,14.1253,14.1283,13.6154,13.3331,13.3242,14.3453,14.3308,14.8526
TT39C_MOUSE|Q8VE09,13.2792,13.4171,13.3692,14.3626,13.5099,14.4653,14.786,14.1045,13.8849,13.9108,13.0642,13.5377,14.3618,14.2108,14.647
TTBK1_MOUSE|Q6PCN3,11.9615,11.928,11.9446,14.8214,11.8474,14.7965,14.6305,15.0485,12.2727,12.8717,11.878,11.9156,14.8739,14.9122,14.4809
TTBK2_MOUSE|Q3UVR3,10.8819,10.946,11.0939,14.0998,11.0405,13.8781,13.3971,14.4639,10.997,11.1261,11.6695,11.0994,14.2197,14.3591,13.7685
TTC1_MOUSE|Q91Z38,11.696,11.1257,11.7456,15.286,12.4159,15.185,14.8584,15.6678,12.3637,11.2299,12.3959,12.3273,15.5515,15.8266,15.1905
TTC19_MOUSE|Q8CC21,11.3259,11.3117,11.5538,12.0308,11.673,12.485,12.7506,11.8862,12.338,12.305,11.1626,11.0784,12.4549,11.9476,12.6139
TTC28_MOUSE|Q80XJ3,11.488,11.4826,11.5165,13.5881,11.7078,13.7106,13.5092,13.919,11.8998,11.9566,11.5211,11.5444,13.7683,13.6588,13.4523
TTC3_MOUSE|O88196,11.3667,11.142,10.9753,12.9274,11.4216,13.2482,13.0318,13.1645,11.4963,11.9036,10.7346,10.4818,13.2705,13.3842,12.9144
TTC7B_MOUSE|E9Q6P5,12.7231,12.6668,12.8144,13.9999,12.6011,14.0028,14.2688,13.949,13.1387,12.8848,12.5796,12.5932,14.0515,14.0339,14.1699
TTC9A_MOUSE|Q3V038,11.0588,10.9688,11.2673,12.9348,11.2068,13.035,12.8833,13.2534,11.5173,11.6159,11.384,10.9016,13.0973,13.0488,13.1551
TTC9B_MOUSE|Q9D6E4,12.9526,12.8624,12.9469,13.7507,12.8552,13.7977,14.6085,13.6867,13.3075,14.0344,13.0025,12.6572,13.8598,13.3879,14.3097
TTL_MOUSE|P38585,12.3419,12.6165,12.2987,13.2544,12.2566,13.5958,13.9017,13.2324,13.0186,12.9034,12.3609,12.3221,13.1934,12.9631,13.8017
TTL12_MOUSE|Q3UDE2,11.6001,11.8032,11.6347,12.6052,11.7178,12.6589,13.0832,12.5243,11.9403,11.8834,11.5993,11.7298,12.6685,12.4398,12.928
TTYH1_MOUSE|Q9D3A9,12.7999,12.9871,13.2402,13.8635,12.7663,13.5762,14.0329,13.6939,13.4872,13.108,13.3484,13.0728,13.9403,13.6122,13.9678
TTYH3_MOUSE|Q6P5F7,13.7045,14.0043,13.8799,14.3642,13.3698,14.2601,14.8189,14.6884,13.7315,14.1786,13.1689,13.3486,14.5712,13.9658,14.4711
TUB_MOUSE|P50586,12.9091,12.8052,12.6676,14.6738,12.632,14.6989,14.7121,14.6679,13.3228,13.0751,12.5989,12.5378,14.6998,14.6492,14.7965
TULP4_MOUSE|Q9JIL5,11.6197,11.8319,11.7786,13.512,11.9912,13.4955,13.403,13.698,12.5774,12.3403,12.4549,12.2641,13.6542,13.725,13.4234
TUSC3_MOUSE|Q8BTV1,13.2244,13.429,13.1643,13.9907,13.0938,14.3875,14.851,14.0315,13.6727,13.7195,13.2091,13.1461,13.9145,13.6157,14.1896
TUT4_MOUSE|B2RX14,17.5891,17.5902,17.4527,18.1585,17.4081,18.1439,18.6804,17.9653,17.8943,17.6643,17.3741,17.1493,18.2433,18.0189,17.2484
TUT7_MOUSE|Q5BLK4,11.3435,11.6154,11.605,13.0496,11.1941,13.0565,13.246,12.9979,11.722,11.9986,11.3515,11.3831,12.9617,12.8235,12.8011
TUTLB_MOUSE|E9PZ19,12.5909,12.4187,12.2188,15.4708,12.3526,15.4106,15.1481,15.6958,12.7046,13.3184,12.6727,12.8473,15.9302,16.2305,15.9712
TWF1_MOUSE|Q91YR1,14.3807,14.601,14.4135,15.2107,14.2279,15.1594,15.6026,15.0866,14.7462,14.8952,13.5413,13.8426,15.0987,14.8145,15.2169
TWF2_MOUSE|Q9Z0P5,14.5872,15.0015,14.4887,16.1224,14.4797,15.9767,16.2027,16.348,15.0173,15.525,13.6226,14.306,15.9922,15.8702,16.0859
TXD12_MOUSE|Q9CQU0,14.6664,14.6468,14.5913,14.7719,14.6594,14.851,14.9244,14.7526,14.8451,14.6917,14.6079,14.541,14.8416,14.7674,15.0626
TXLNA_MOUSE|Q6PAM1,10.9231,11.33,11.4539,13.1428,12.2665,12.9711,12.532,13.2722,12.1703,11.816,12.3729,12.3722,13.1911,13.695,12.6985
TXND5_MOUSE|Q91W90,11.3184,11.2665,11.4708,11.2474,11.4485,11.5634,11.8014,11.3519,11.5111,11.258,11.1066,11.0195,11.5828,11.5186,11.7234
TXNL1_MOUSE|Q8CDN6,14.3829,14.3406,14.1177,15.8464,14.193,15.9774,15.799,15.9115,14.7642,14.2499,13.7952,13.9267,15.916,15.9641,16.1532
TXTP_MOUSE|Q8JZU2,15.5796,15.8015,15.6715,16.0847,15.5052,16.1216,16.7032,16.0739,15.9679,15.8374,15.0818,15.1933,16.3932,15.8079,16.4942
TY3H_MOUSE|P24529,13.0888,13.052,13.1128,14.4907,12.9355,14.5621,15.1963,14.3317,13.4537,13.5665,12.4319,12.4574,14.8514,14.4654,14.5969
U2AF1_MOUSE|Q9D883,11.5288,11.4396,11.4175,11.8535,11.6442,11.9427,11.8071,12.0027,11.6108,11.6465,11.5,11.5872,11.5867,11.9251,12.0584
U2AF2_MOUSE|P26369,13.5872,13.5319,13.4715,14.8556,13.5583,14.9386,14.5498,15.0144,13.5461,13.3063,13.4521,13.6654,14.9374,14.9597,14.9562
U520_MOUSE|Q6P4T2,13.6612,13.6184,13.4335,14.6444,13.5802,14.5005,14.7887,14.4408,13.7294,13.5882,13.3687,13.3227,14.5706,14.5077,14.5089
U5LK24_MOUSE|U5LK24,11.8536,11.6124,11.6711,15.3134,11.8979,15.4602,14.8619,15.8357,11.6162,11.605,11.7123,11.7892,15.5135,15.7117,15.2036
U5S1_MOUSE|O08810,13.0341,13.0279,12.94,13.6854,13.0289,13.7884,14.0291,13.5952,13.2701,13.1868,12.8684,12.7728,13.7201,13.5962,13.8667
UAP1_MOUSE|Q91YN5,13.4032,13.3934,13.3276,13.4818,13.2775,13.6615,13.5713,13.4544,13.4021,13.144,13.0584,13.088,13.224,13.2925,13.5706
UAP1L_MOUSE|Q3TW96,12.1751,12.1923,12.2841,12.7451,12.2443,12.8937,13.4455,12.6681,12.1366,12.7416,12.1252,12.1226,13.0008,12.857,12.7682
UB2D1_MOUSE|P61080,13.6697,14.0691,13.8024,14.4057,13.8759,14.5608,14.9357,14.4179,14.2223,14.3818,13.5019,13.353,14.2808,13.9687,14.684
UB2L3_MOUSE|P68037,15.3671,15.4582,15.3671,15.4647,15.4894,15.5351,16.0396,15.4731,15.7701,15.6273,15.669,15.3133,15.9471,15.749,15.7474
UB2V1_MOUSE|Q9CZY3,13.694,13.6028,13.597,14.0286,13.5869,14.3561,14.5537,13.9549,14.233,14.215,13.6702,13.3492,14.2041,13.8096,14.4406
UB2V2_MOUSE|Q9D2M8,11.2178,11.3481,11.2683,11.7536,11.4493,11.9402,12.2946,11.9533,12.0263,12.1296,11.1599,11.051,12.0265,11.6471,12.2532
UBA1_MOUSE|Q02053,14.3827,14.2756,14.3178,15.3438,14.2983,15.4686,15.834,15.4175,14.6881,14.5935,14.1767,13.9519,15.5153,15.3861,15.6516
UBA1Y_MOUSE|P31254,15.3866,15.3641,15.3179,16.362,15.2796,16.4924,16.8699,16.4816,15.6661,15.5077,15.1913,14.9191,16.519,16.377,16.6321
UBA3_MOUSE|Q8C878,13.5357,13.7031,13.5099,14.5208,13.5229,14.7766,14.8442,14.7299,14.0469,13.7206,13.3284,13.3405,14.7518,14.5711,14.8073
UBA5_MOUSE|Q8VE47,12.928,13.0914,12.8522,14.4892,13.0763,14.6452,14.9044,14.6895,13.2854,13.3686,12.5828,12.6946,14.5838,14.5069,14.7685
UBA6_MOUSE|Q8C7R4,12.5913,12.6601,12.5247,13.7907,12.5475,13.8835,14.194,13.7197,12.8742,12.6178,12.3909,12.3704,13.7617,13.6832,13.9692
UBAC2_MOUSE|Q8R1K1,13.316,13.4031,13.1543,14.4343,13.5853,14.5018,14.9575,14.2961,13.7943,14.5203,13.4074,13.3678,14.4418,14.2516,14.6672
UBAP2_MOUSE|Q91VX2,9.653,9.89213,9.61546,15.294,9.97642,15.3329,14.6636,15.663,9.96291,11.2613,10.3077,10.1491,15.4397,15.6279,15.0195
UBC12_MOUSE|P61082,13.6746,13.8108,13.6033,15.4877,13.7787,15.6244,15.2181,15.5329,14.416,14.208,13.2934,13.4087,15.3856,15.2992,15.2447
UBCP1_MOUSE|Q8BGR9,14.0626,14.2972,14.1554,14.8144,14.1787,14.9379,15.248,14.7,14.687,14.2365,13.8111,13.8318,14.9045,14.571,15.2605
UBE2B_MOUSE|P63147,11.3839,12.0199,11.2068,11.9503,11.0272,12.1628,13.4158,11.0052,12.9044,12.9818,11.187,10.5635,12.0982,11.6783,12.8295
UBE2K_MOUSE|P61087,14.0313,14.1249,14.0492,14.4076,13.9257,14.9422,15.0744,14.3759,14.6016,14.382,13.6118,13.5423,14.4181,14.1289,15.0533
UBE2N_MOUSE|P61089,15.042,15.3888,15.4078,15.8653,15.2892,16.087,16.6851,15.8617,15.8974,16.6187,14.6834,14.4683,15.8606,15.2556,16.5317
UBE2O_MOUSE|Q6ZPJ3,13.5537,13.5865,13.4219,15.3754,13.4586,15.4516,15.346,15.5752,13.6944,13.5806,13.2979,13.2758,15.5202,15.611,15.426
UBE2Z_MOUSE|Q3UE37,13.5085,13.7295,13.7583,14.3297,13.6746,14.4381,14.632,14.1734,13.93,13.84,13.2899,13.3239,14.3578,14.1038,14.5365
UBE3A_MOUSE|O08759,13.8614,13.9894,13.7954,14.9554,13.7986,15.2071,15.1547,14.9884,14.3874,14.2141,13.4241,13.6948,15.0422,15.0301,15.3214
UBE4A_MOUSE|E9Q735,13.2858,13.2919,13.2862,14.4698,13.3218,14.5566,14.9394,14.4031,13.6026,14.1748,12.8548,13.0094,14.4904,14.2315,14.7889
UBE4B_MOUSE|Q9ES00,12.2843,12.3726,12.3802,13.3898,12.5917,13.0435,13.6938,13.0575,12.7307,13.1485,12.4706,12.719,13.3138,13.2549,13.128
UBF1_MOUSE|P25976,11.0739,11.2179,11.1071,11.938,11.2772,12.7768,12.5567,11.9398,11.0881,11.2638,11.0825,11.3622,11.825,11.8799,12.1019
UBFD1_MOUSE|Q78JW9,12.9768,12.8293,13.2478,15.9127,13.4752,15.9796,15.4902,16.2522,13.4662,13.0889,13.1416,13.3591,16.0179,16.2545,16.1272
UBIP1_MOUSE|Q811S7,10.8565,10.9546,10.9511,14.0698,11.0353,14.2928,13.7621,14.5741,11.3535,10.6198,11.2837,11.3617,14.279,14.4235,14.1631
UBL4A_MOUSE|P21126,12.1293,12.1457,12.2884,13.7513,12.4396,13.964,13.4036,14.1695,12.8558,12.2877,12.1634,11.736,13.8864,14.0125,14.1128
UBP10_MOUSE|P52479,12.5397,12.7516,12.5723,14.2322,12.5856,14.2744,14.1184,14.485,12.8817,13.0293,12.2504,12.3732,14.4852,14.3513,14.3903
UBP11_MOUSE|Q99K46,11.8374,11.8013,11.7147,13.3843,11.8585,13.6837,13.403,13.6356,11.9861,11.6221,11.3821,11.3754,13.4538,13.6202,13.3464
UBP13_MOUSE|Q5BKP2,11.6312,11.5812,11.6575,12.6913,11.8161,12.9778,13.0145,12.9813,12.0398,11.7673,11.3354,11.1448,12.9903,13.1103,13.0677
UBP14_MOUSE|Q9JMA1,13.1102,13.0686,13.0849,13.8107,12.8668,13.8956,14.0583,13.5957,13.3669,13.1946,12.722,12.6181,13.8406,13.7228,14.0126
UBP15_MOUSE|Q8R5H1,13.0127,13.1185,12.9809,14.7396,13.1292,14.9521,14.82,15.1442,13.2896,12.9612,12.899,12.7919,14.9712,14.9829,14.8999
UBP19_MOUSE|Q3UJD6,14.3736,14.3782,14.1477,15.5025,14.4173,15.5434,15.8119,15.4602,14.4821,14.5072,14.0915,14.1852,15.5341,15.3703,15.5194
UBP24_MOUSE|B1AY13,11.9984,11.7275,11.9012,13.1248,11.8873,12.8688,12.9423,12.9431,12.064,12.2407,11.6202,11.7718,12.9741,12.8353,13.0398
UBP2L_MOUSE|Q80X50,10.3426,10.6339,10.5264,15.8711,11.1063,15.8904,15.2868,16.1425,10.748,11.3876,11.4281,10.9658,16.0561,16.1488,15.6604
UBP30_MOUSE|Q3UN04,13.2835,13.3409,13.283,14.7089,13.3204,14.6083,14.8362,14.0449,13.4911,14.1767,13.1344,13.2744,14.6506,14.3294,14.7935
UBP4_MOUSE|P35123,13.2852,13.3507,13.1684,14.6316,13.3904,14.6446,14.9421,14.5601,13.5724,13.4168,13.2083,13.127,14.5643,14.6285,14.5804
UBP46_MOUSE|P62069,14.5115,14.6432,14.6558,15.6435,14.5476,15.6534,16.0452,15.4102,14.8478,15.2018,14.2744,14.1909,15.6597,15.2954,15.9469
UBP47_MOUSE|Q8BY87,12.7959,12.7589,12.6898,14.4025,12.7426,14.4773,14.5078,14.5349,12.9966,13.0476,12.5228,12.6339,14.5861,14.6022,14.3658
UBP5_MOUSE|P56399,13.9083,13.8954,13.8088,15.0744,13.8389,15.1406,15.4884,15.0781,14.2462,14.217,13.75,13.5544,15.1005,15.1116,15.3975
UBP7_MOUSE|Q6A4J8,14.6546,14.72,14.7689,15.6618,14.6625,15.6906,15.7022,15.8416,14.989,14.4594,14.2973,14.4624,15.7525,15.5957,15.5989
UBP8_MOUSE|Q80U87,12.7237,12.7684,12.6509,14.2548,12.6562,14.3101,14.3888,14.4038,13.0467,13.242,12.5097,12.7375,14.5107,14.5324,14.4208
UBQL1_MOUSE|Q8R317,11.2091,11.3898,11.5158,11.3245,11.6078,11.5821,11.527,11.7276,11.7015,11.4934,11.8731,11.7799,11.8798,11.6491,11.8627
UBR1_MOUSE|O70481,13.1888,13.2851,13.0172,14.4919,13.3094,14.7089,14.8272,14.7128,13.3704,13.3413,13.0706,13.0609,14.8134,14.5478,14.4124
UBR3_MOUSE|Q5U430,12.5981,12.6019,12.2361,13.893,12.6925,13.5901,14.0399,13.6059,12.4559,12.9727,12.4026,12.6148,13.7456,13.614,13.6499
UBR4_MOUSE|A2AN08,13.6535,13.7104,13.5298,14.2747,13.611,13.8747,14.3408,14.015,13.6057,13.4225,13.3744,13.3437,14.381,14.1279,14.0364
UBS3B_MOUSE|Q8BGG7,12.6737,12.8606,12.8249,14.5144,12.7153,14.6384,14.4294,14.643,13.1219,12.4928,12.4611,12.501,14.6434,14.5388,14.6367
UBX2B_MOUSE|Q0KL01,12.416,12.1759,12.2879,15.4487,11.8491,15.5874,15.2634,15.7882,12.259,12.3738,12.1278,12.3947,15.5589,15.7263,15.0751
UBXN1_MOUSE|Q922Y1,14.3445,14.349,14.2582,14.9467,14.549,15.1037,15.0255,15.1722,14.7308,14.3042,14.4771,14.4047,15.0638,15.0942,15.1564
UBXN4_MOUSE|Q8VCH8,13.924,13.8873,13.667,15.7847,13.8083,15.9574,16.0175,15.9025,14.1323,14.5741,13.5473,13.4607,15.9233,15.7632,15.9306
UBXN6_MOUSE|Q99PL6,12.0063,12.0729,12.0954,14.3901,12.1721,14.5738,14.4535,14.7684,12.6858,12.6919,11.9669,11.9522,14.5204,14.6257,14.4929
UCHL1_MOUSE|Q9R0P9,14.892,14.9438,14.9275,15.3838,15.0201,15.5221,15.7079,15.3887,15.3392,15.1461,15.0065,14.6395,15.7131,15.4601,15.9312
UCHL3_MOUSE|Q9JKB1,12.1094,12.1514,12.0691,12.5771,12.2733,12.6909,12.6897,12.5916,12.4019,12.2767,11.9175,11.9109,12.7408,12.6551,12.8001
UCHL5_MOUSE|Q9WUP7,14.353,14.4317,14.3894,15.2714,14.4064,15.4918,15.74,15.1951,14.8507,14.7405,14.0454,14.0079,15.3884,15.1959,15.6498
UCKL1_MOUSE|Q91YL3,14.0448,14.1302,13.9889,14.9475,13.7835,15.0104,15.4435,14.8114,14.1922,14.1649,13.5727,13.7343,14.9714,14.7696,15.2425
UCRI_MOUSE|Q9CR68,14.1335,14.3161,13.9075,14.7239,13.9793,14.2715,15.1828,14.3929,14.3646,15.0191,13.3059,13.4573,14.611,14.043,14.6711
UFC1_MOUSE|Q9CR09,15.5191,15.5555,15.3685,16.3466,15.4577,16.457,16.8804,15.97,15.9091,15.9555,15.1868,15.1472,16.3428,16.1105,16.2403
UFD1_MOUSE|P70362,13.8092,13.8781,13.786,14.6473,13.6982,14.7291,14.8293,14.549,14.3695,14.0572,13.4009,13.4927,14.4345,14.425,14.5627
UFL1_MOUSE|Q8CCJ3,13.1457,13.1275,12.8271,13.9907,12.9876,14.0642,14.3002,13.679,13.3112,13.1832,12.6426,12.9154,13.9151,13.9072,14.0686
UGDH_MOUSE|O70475,12.7325,12.9968,12.7331,12.7548,12.9171,12.8506,12.8586,12.8855,12.5087,12.7001,12.3994,12.6545,12.5806,12.5291,12.6172
UGGG1_MOUSE|Q6P5E4,13.6112,13.7034,13.5196,14.483,13.6178,14.4428,14.9739,14.2307,13.8247,13.8448,13.3308,13.3244,14.318,14.0695,14.5218
UGPA_MOUSE|Q91ZJ5,13.8502,14.0716,14.0795,14.5038,13.7771,14.5757,14.9795,14.5164,14.3,14.2578,13.4109,13.6866,14.6255,14.1565,14.9038
UH1BL_MOUSE|A2RSJ4,12.0521,12.1438,12.1516,15.318,12.1707,15.369,14.9347,15.6544,12.3013,12.1318,12.2732,12.2616,15.3987,15.59,15.096
ULA1_MOUSE|Q8VBW6,14.7735,14.9185,14.6492,15.4741,14.6531,16.1286,16.3415,15.5263,15.2563,14.9644,14.5148,14.3735,15.8143,15.4435,16.1632
